cbsa_code,cbsa_name,cbsa_name_full,cbsa_type,is_metropolitan,is_micropolitan,lsad_code,aland,awater,intptlat,intptlon,hcv_25,hcv_occupied,hcv_pct_occupied,hcv_reported,hcv_pct_reported,hcv_months_since_report,hcv_pct_movein,hcv_people_per_unit,hcv_people_total,hcv_rent_per_month,hcv_spending_per_month,hcv_hh_income,hcv_person_income,hcv_pct_lt80_median,hcv_pct_lt50_median,hcv_pct_lt30_median,hcv_months_waiting,hcv_months_from_movein,hcv_pct_utility_allow,hcv_ave_util_allow,hcv_pct_overhoused,median_hh_income,median_gross_rent,poverty_rate,unemployment_rate,ba_plus_share,pop_65plus_share,minority_share,rent_burdened_share,severe_rent_burdened_share,hcv_median_gross_rent,hcv_median_hh_income,hcv_high_poverty_rate_share,high_poverty_rate_share,aqv_30,aqv_50,aqv_80,aqv_100,aqv_all,pvn_30,pvn_50,pvn_80,pvn_100,pvn_all,vng_30,vng_50,vng_80,vng_100,vng_all,em_30,em_50,em_80,em_100,em_all,recap_share,rcaa_share,hcv_coi_idx,hcv_coi_edu,hcv_coi_health_env,hcv_coi_eco,renter_coi_idx,renter_coi_edu,renter_coi_health_env,renter_coi_eco
20260,"Duluth, MN-WI","Duluth, MN-WI Metro Area",Metropolitan Statistical Area,True,False,M1,21791066109,2076646428,47.3297029,-92.3762703,2743.0,2501.0,91.0,2514.0,100.0,5.0,13.0,1.8,4440.0,392.0,757.0,15877.0,8990.0,100.0,97.0,81.0,34.0,75.0,49.0,133.0,14.0,71769.0,990.0,0.1265320876226869,0.0439352267624607,0.3180238622198478,0.2088866735500409,0.1080927119307865,0.4638116403387591,0.2226560153762988,925.1928597718072,48722.91089108911,0.2222222222222222,0.1855670103092783,285.0,901.0,1395.0,,1437.0,9860.0,16900.0,23596.0,26505.0,32500.0,7133.0,14173.0,20869.0,23778.0,29773.0,6848.0,13272.0,19474.0,,28336.0,0.0,0.0,37.82068206820682,42.62926292629263,72.74514118078474,29.768243491015767,49.22507692307693,51.05215384615384,72.71369230769231,42.60892307692308
20300,"Dumas, TX","Dumas, TX Micro Area",Micropolitan Statistical Area,False,True,M2,2330207191,25699789,35.8356759,-101.8905018,27.0,20.0,73.0,19.0,95.0,6.0,16.0,1.8,35.0,416.0,767.0,15943.0,8655.0,100.0,95.0,63.0,-1.0,85.0,100.0,118.0,47.0,61762.0,939.0,0.1828023068923135,0.0329886755292959,0.1229559748427673,0.1120104805127965,0.7179619145651055,0.330480089318943,0.1417938221064384,967.4782608695652,55346.17391304348,0.5,0.5,25.0,145.0,410.0,,410.0,220.0,645.0,1250.0,1465.0,2455.0,197.0,622.0,1227.0,1442.0,2432.0,172.0,477.0,817.0,,2022.0,0.0,0.0,21.73913043478261,30.695652173913043,15.521739130434783,23.652173913043477,21.325865580448067,28.65173116089613,16.016293279022403,23.289205702647656
20340,"Duncan, OK","Duncan, OK Micro Area",Micropolitan Statistical Area,False,True,M2,2253839277,54824811,34.4813609,-97.8556068,59.0,52.0,88.0,52.0,100.0,6.0,33.0,1.8,93.0,373.0,751.0,14304.0,7998.0,100.0,98.0,71.0,8.0,71.0,90.0,128.0,50.0,61620.0,895.0,0.1802249603285727,0.0522644400993499,0.2061607466772204,0.2076186539918716,0.2255746136713279,0.4036452545010002,0.206268059568793,893.6551724137931,56177.8275862069,0.375,0.2727272727272727,57.0,140.0,165.0,,169.0,1000.0,1810.0,2700.0,3200.0,4315.0,942.0,1752.0,2642.0,3142.0,4257.0,885.0,1612.0,2477.0,,4088.0,0.0,0.0,18.70689655172414,25.25862068965517,11.741379310344827,21.96551724137931,22.178447276940904,26.877172653534185,11.750869061413674,26.75782155272306
20420,"Durango, CO","Durango, CO Micro Area",Micropolitan Statistical Area,False,True,M2,4376255278,25642579,37.2873673,-107.8397178,387.0,307.0,79.0,327.0,100.0,8.0,5.0,1.8,574.0,358.0,1252.0,14164.0,8069.0,100.0,99.0,89.0,25.0,91.0,70.0,122.0,22.0,86056.0,1504.0,0.1170154185022026,0.0382125841958271,0.4928773550680823,0.2081979726970939,0.239370861514974,0.4920970928591589,0.2411797911374541,1504.2838541666667,84256.31770833333,0.0,0.0,109.0,188.0,341.0,,560.0,1740.0,2770.0,4064.0,4799.0,6660.0,1356.0,2386.0,3680.0,4415.0,6276.0,1247.0,2198.0,3339.0,,5716.0,0.0,0.0,71.58072916666667,79.44791666666667,49.080729166666664,67.1953125,64.95645645645645,74.07882882882883,39.331831831831835,61.578828828828826
20460,"Durant, OK","Durant, OK Micro Area",Micropolitan Statistical Area,False,True,M2,2342250032,101809038,33.9640035,-96.2651348,52.0,46.0,88.0,46.0,100.0,5.0,7.0,1.4,65.0,373.0,751.0,14532.0,10284.0,100.0,100.0,61.0,30.0,114.0,98.0,110.0,61.0,57225.0,960.0,0.1657309344562119,0.0459952060060603,0.2649821733064641,0.1730047872671129,0.3243114417756408,0.3954326923076923,0.1551983173076923,984.4901960784314,57110.68627450981,0.5,0.4615384615384615,4.0,93.0,186.0,,190.0,1110.0,2259.0,3789.0,4403.0,6520.0,1059.0,2208.0,3738.0,4352.0,6469.0,1055.0,2115.0,3552.0,,6279.0,0.0,0.0,26.03921568627451,46.19607843137255,12.490196078431373,25.941176470588236,21.16794478527607,40.16641104294479,10.012269938650308,21.900306748466257
20500,"Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area",Metropolitan Statistical Area,True,False,M1,4556083752,137340944,35.995536,-79.0969897,4594.0,3508.0,76.0,3314.0,94.0,6.0,6.0,2.0,6678.0,460.0,935.0,18198.0,9031.0,100.0,97.0,81.0,22.0,127.0,92.0,168.0,26.0,83500.0,1466.0,0.1208277657266811,0.0383001311434459,0.5338073996833121,0.1676349954464173,0.4703751221490251,0.479828792282876,0.2418841366680508,1328.9353178155775,67682.02796740807,0.2123893805309734,0.2045454545454545,439.0,1934.0,4834.0,,5395.0,19939.0,35831.0,56593.0,66290.0,89919.0,15384.0,31276.0,52038.0,61735.0,85364.0,14945.0,29342.0,47204.0,,79969.0,0.0006586169045005,0.0,43.9205268935236,53.745773874862785,45.76531284302964,39.5672759304118,56.90871784606146,62.73010153582669,52.99332732792847,53.422836108052806
20540,"Dyersburg, TN","Dyersburg, TN Micro Area",Micropolitan Statistical Area,False,True,M2,1326982067,35839863,36.0523116,-89.4046363,58.0,45.0,78.0,48.0,100.0,6.0,4.0,2.0,96.0,411.0,973.0,14118.0,7059.0,98.0,96.0,69.0,22.0,153.0,100.0,140.0,44.0,58154.0,782.0,0.1631460298906236,0.0468006660323501,0.2111186766531822,0.1773036046893831,0.2305522077352909,0.3708503461743298,0.1835611574649387,791.0714285714286,49128.83928571428,0.6,0.4,40.0,175.0,175.0,,175.0,1334.0,2299.0,3484.0,4114.0,5375.0,1278.0,2243.0,3428.0,4058.0,5319.0,1238.0,2068.0,3253.0,,5144.0,0.0,0.0,26.696428571428573,49.232142857142854,27.196428571428573,21.089285714285715,28.37395348837209,51.53674418604651,31.248372093023256,22.332093023255815
20580,"Eagle Pass, TX","Eagle Pass, TX Metro Area",Metropolitan Statistical Area,True,False,M1,3313819983,31871181,28.7297873,-100.316678,495.0,452.0,91.0,468.0,100.0,5.0,9.0,2.0,923.0,382.0,634.0,15307.0,7761.0,100.0,98.0,78.0,18.0,104.0,88.0,183.0,21.0,49568.0,859.0,0.2278395276137547,0.0765859851742638,0.1427091657048151,0.1200888399159808,0.971471368065838,0.3996997560517921,0.1542503283918183,778.7207792207793,44140.6993736952,0.6153846153846154,0.6153846153846154,70.0,334.0,334.0,,334.0,2155.0,3184.0,4183.0,4388.0,5705.0,1676.0,2705.0,3704.0,3909.0,5226.0,1606.0,2371.0,3370.0,,4892.0,0.453027139874739,0.0,13.379958246346556,41.340292275574114,5.198329853862213,12.801670146137788,15.633654688869411,42.60297984224365,4.909728308501315,15.411042944785276
20660,"Easton, MD","Easton, MD Micro Area",Micropolitan Statistical Area,False,True,M2,695561637,539363457,38.7483486,-76.1784757,301.0,252.0,84.0,277.0,100.0,6.0,19.0,2.3,626.0,578.0,1019.0,23115.0,10228.0,100.0,93.0,68.0,3.0,78.0,99.0,210.0,16.0,84811.0,1256.0,0.0932553980836469,0.0433231112350153,0.4200181222555238,0.2956457525648126,0.2615713268454782,0.464111328125,0.246826171875,1263.1960132890365,81135.12624584718,0.0,0.0,10.0,40.0,119.0,,114.0,1260.0,1985.0,2715.0,3105.0,4400.0,959.0,1684.0,2414.0,2804.0,4099.0,949.0,1644.0,2295.0,,3985.0,0.0,0.0,59.00996677740864,54.332225913621265,64.29235880398672,56.58803986710963,56.53636363636364,55.361363636363635,64.25568181818181,52.33295454545455
20700,"East Stroudsburg, PA","East Stroudsburg, PA Micro Area",Micropolitan Statistical Area,False,True,M2,1575634581,22676290,41.0562401,-75.3290651,521.0,459.0,88.0,644.0,100.0,6.0,6.0,2.6,1702.0,617.0,1674.0,22245.0,8417.0,100.0,93.0,70.0,44.0,145.0,89.0,307.0,26.0,83565.0,1393.0,0.1068155418924425,0.0690072495580261,0.2739321184472323,0.1956899382144882,0.3959048443422976,0.5215271465168168,0.2880753656722585,1499.6085972850678,81836.42578125,0.08,0.0784313725490196,70.0,200.0,404.0,,399.0,2747.0,5150.0,7924.0,9431.0,12614.0,2234.0,4637.0,7411.0,8918.0,12101.0,2164.0,4437.0,7007.0,,11702.0,0.0,0.0,52.212475633528264,59.50292397660819,47.2046783625731,48.50292397660819,54.11582368796575,59.64832725543047,44.71832884097035,52.436419850959254
20740,"Eau Claire, WI","Eau Claire, WI Metro Area",Metropolitan Statistical Area,True,False,M1,4263839741,104081854,44.9386719,-91.2843222,1147.0,827.0,72.0,946.0,100.0,6.0,13.0,1.6,1529.0,443.0,727.0,17811.0,11019.0,100.0,99.0,78.0,9.0,83.0,91.0,147.0,37.0,74595.0,1033.0,0.111946897367572,0.0299674609005983,0.3162549009536528,0.1803524710347008,0.1079895351177299,0.3844926350245499,0.1840834697217676,991.4141592920354,69570.17034421889,0.0909090909090909,0.088235294117647,318.0,541.0,695.0,,751.0,4654.0,8604.0,13673.0,16907.0,22385.0,3521.0,7471.0,12540.0,15774.0,21252.0,3203.0,6930.0,11845.0,,20501.0,0.0,0.0,59.76169461606355,63.220653133274496,72.28773168578994,52.85878199470432,61.00826446280992,65.68304668304668,72.54121063211973,53.42037078400715
20780,"Edwards, CO","Edwards, CO Micro Area",Micropolitan Statistical Area,False,True,M2,4362757046,18967822,39.6269919,-106.6951694,20.0,15.0,77.0,17.0,100.0,7.0,-1.0,1.8,31.0,546.0,1408.0,21466.0,11772.0,100.0,100.0,88.0,-1.0,67.0,88.0,158.0,6.0,104096.0,2019.0,0.0868882682584013,0.0473412134586898,0.509374688341478,0.1427586832320667,0.3777636709893897,0.5988286969253295,0.2921602555570344,1902.7058823529412,90614.77777777778,0.0,0.0,149.0,398.0,768.0,,1475.0,1174.0,2613.0,3897.0,4502.0,6315.0,1156.0,2595.0,3879.0,4484.0,6297.0,1007.0,2197.0,3111.0,,4822.0,0.0,0.0,61.05555555555556,64.77777777777777,36.666666666666664,62.27777777777778,61.895486935866984,62.38242280285036,26.49089469517023,68.69200316706255
20820,"Effingham, IL","Effingham, IL Micro Area",Micropolitan Statistical Area,False,True,M2,2135995885,5712591,39.1550505,-88.4378792,3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,79157.0,743.0,0.0987673866334954,0.0191317776252573,0.2516941259594694,0.193374353486713,0.0560683074728018,0.3026778469028942,0.1225317825263727,691.0,59138.5,0.0,0.0,88.0,193.0,223.0,,219.0,910.0,1720.0,2430.0,2945.0,3905.0,906.0,1716.0,2426.0,2941.0,3901.0,818.0,1523.0,2203.0,,3682.0,0.0,0.0,40.5,44.0,59.0,35.0,46.572343149807935,43.967989756722154,47.18693982074264,46.555697823303454
20900,"El Campo, TX","El Campo, TX Micro Area",Micropolitan Statistical Area,False,True,M2,2813095079,21310003,29.2784805,-96.2296745,10.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,66924.0,1046.0,0.1360847333820306,0.0486264287146581,0.207324211604595,0.1815810881944776,0.567019189357324,0.4371597096188748,0.1345281306715063,1021.125,62874.125,0.2,0.25,15.0,103.0,208.0,,208.0,1090.0,1955.0,3000.0,3479.0,5040.0,1082.0,1947.0,2992.0,3471.0,5032.0,1067.0,1844.0,2784.0,,4824.0,0.0,0.0,25.5,32.75,16.5,26.125,25.73115079365079,36.55059523809524,16.41269841269841,25.677579365079364
20940,"El Centro, CA","El Centro, CA Metro Area",Metropolitan Statistical Area,True,False,M1,10814595263,790216760,33.0408143,-115.3554001,2103.0,1631.0,78.0,1814.0,100.0,5.0,2.0,2.0,3539.0,464.0,828.0,18317.0,9389.0,100.0,98.0,78.0,15.0,134.0,99.0,147.0,16.0,57681.0,1056.0,0.1953161998267398,0.1252247443532981,0.1606727757384288,0.1370739503446132,0.9089188799236412,0.4961276476625921,0.2617336941308202,1052.4909264565424,58066.69579751672,0.4594594594594595,0.45,18.0,412.0,542.0,,598.0,6499.0,10364.0,14517.0,15805.0,19895.0,4405.0,8270.0,12423.0,13711.0,17801.0,4387.0,7858.0,11881.0,,17203.0,0.0711556829035339,0.0,16.557784145176694,22.4450811843362,22.368194842406876,17.680993314231138,16.56722794672028,21.66574516210103,20.71424981151043,17.911032922844935
20980,"El Dorado, AR","El Dorado, AR Micro Area",Micropolitan Statistical Area,False,True,M2,2691170081,42102269,33.1682186,-92.5981447,430.0,314.0,73.0,319.0,100.0,7.0,5.0,2.5,800.0,371.0,533.0,15309.0,6104.0,100.0,97.0,75.0,51.0,98.0,100.0,105.0,35.0,55259.0,847.0,0.1954923530990072,0.0547565719674643,0.1908069931689243,0.1922955145118733,0.4061741424802111,0.3949231144740053,0.2086892848425677,862.0683962264151,47894.176886792455,0.5,0.5,74.0,179.0,384.0,,434.0,1060.0,1745.0,2524.0,2872.0,4065.0,636.0,1321.0,2100.0,2448.0,3641.0,562.0,1142.0,1716.0,,3207.0,0.0,0.0,17.75235849056604,22.933962264150946,27.28301886792453,17.205188679245282,20.710947109471096,25.182041820418203,24.16482164821648,21.584255842558427
21020,"Elizabeth City, NC","Elizabeth City, NC Micro Area",Micropolitan Statistical Area,False,True,M2,587610259,161751355,36.2651986,-76.2606907,776.0,486.0,63.0,417.0,86.0,8.0,5.0,2.3,950.0,459.0,577.0,18070.0,7932.0,100.0,93.0,68.0,69.0,91.0,98.0,186.0,36.0,66589.0,1170.0,0.1103996236376466,0.0585100770285955,0.2755109307128106,0.18641328304844,0.4619924572660038,0.4818784099766173,0.2260327357755261,1050.0509803921568,50250.98954248366,0.2,0.2,35.0,175.0,265.0,,310.0,1134.0,2224.0,3244.0,3804.0,5525.0,369.0,1459.0,2479.0,3039.0,4760.0,334.0,1284.0,2214.0,,4450.0,0.0,0.0,24.4156862745098,29.91764705882353,33.00130718954249,22.74640522875817,29.869683257918552,29.417194570135745,36.9972850678733,30.009049773755656
21060,"Elizabethtown, KY","Elizabethtown, KY Metro Area",Metropolitan Statistical Area,True,False,M1,2291982250,22845335,37.6512088,-85.8875977,640.0,426.0,67.0,446.0,100.0,5.0,9.0,2.2,983.0,375.0,760.0,14876.0,6749.0,99.0,95.0,73.0,18.0,82.0,95.0,188.0,40.0,67534.0,964.0,0.1363750050425592,0.0600497555117097,0.2369002912996174,0.154735574463396,0.2366567229966391,0.3483860177287172,0.1709873445949712,962.5007898894156,62800.568720379146,0.16,0.1875,180.0,710.0,965.0,,1080.0,3049.0,5193.0,9268.0,11287.0,17690.0,2416.0,4560.0,8635.0,10654.0,17057.0,2236.0,3850.0,7670.0,,15977.0,0.0,0.0,38.0,38.80252764612954,48.65086887835703,35.492890995260666,38.76031656302996,38.003109101187114,48.08168456755229,37.07970604861504
21120,"Elk City, OK","Elk City, OK Micro Area",Micropolitan Statistical Area,False,True,M2,2335328724,5521744,35.2706008,-99.6900574,5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,53328.0,904.0,0.2168003332986147,0.0786415434954304,0.1294564008634787,0.1511648907350551,0.2522123893805309,0.4107820804859529,0.1769172361427486,969.5,58056.75,0.5,0.75,174.0,369.0,414.0,,414.0,690.0,1015.0,1545.0,1769.0,2715.0,686.0,1011.0,1541.0,1765.0,2711.0,512.0,642.0,1127.0,,2297.0,0.0,0.0,26.25,31.5,23.75,26.5,21.300184162062617,31.09208103130755,17.386740331491712,21.8158379373849
21140,"Elkhart-Goshen, IN","Elkhart-Goshen, IN Metro Area",Metropolitan Statistical Area,True,False,M1,1199580238,12457801,41.6006928,-85.8639864,993.0,852.0,86.0,827.0,97.0,5.0,8.0,2.2,1824.0,470.0,749.0,18495.0,8385.0,99.0,94.0,68.0,18.0,82.0,82.0,228.0,18.0,68561.0,1047.0,0.1239574711911886,0.0360489137352039,0.2012398047383692,0.1542156692350771,0.3011799239132534,0.4309338521400778,0.2299124513618677,983.1521298174442,54159.04868154158,0.2333333333333333,0.1777777777777777,267.0,1625.0,2255.0,,2293.0,4799.0,8544.0,13414.0,15573.0,20635.0,3813.0,7558.0,12428.0,14587.0,19649.0,3546.0,5933.0,10173.0,,17356.0,0.1135902636916835,0.0,23.88843813387424,30.64503042596349,26.473630831643003,23.151115618661255,29.735401017688392,36.0562151684032,26.721104918827237,29.7201356917858
21180,"Elkins, WV","Elkins, WV Micro Area",Micropolitan Statistical Area,False,True,M2,2692810850,667359,38.7810953,-79.8677881,405.0,358.0,88.0,407.0,100.0,5.0,26.0,1.7,692.0,334.0,545.0,12798.0,7527.0,100.0,99.0,74.0,8.0,67.0,90.0,137.0,44.0,52757.0,821.0,0.159103508355112,0.0743358310626703,0.1978894422801913,0.2281331592689295,0.100739773716275,0.355672032946462,0.1587420441782104,858.7758186397984,48582.549118387906,0.1428571428571428,0.1428571428571428,4.0,114.0,114.0,,129.0,769.0,1364.0,1739.0,1978.0,2650.0,372.0,967.0,1342.0,1581.0,2253.0,368.0,853.0,1228.0,,2124.0,0.0,0.0,32.060453400503775,36.83375314861461,33.05541561712846,29.94962216624685,31.39622641509434,33.61698113207547,31.19245283018868,31.2188679245283
21220,"Elko, NV","Elko, NV Micro Area",Micropolitan Statistical Area,False,True,M2,55294002016,85842980,40.9060857,-115.5545775,54.0,34.0,63.0,37.0,100.0,6.0,16.0,1.9,72.0,325.0,1064.0,13571.0,6974.0,100.0,100.0,89.0,28.0,108.0,97.0,124.0,38.0,85882.0,1158.0,0.1026895758394653,0.0442409025002652,0.177575240245615,0.133879781420765,0.3828911417888985,0.3346133705707802,0.1214871705358701,1086.06,71179.22,0.0909090909090909,0.125,155.0,425.0,645.0,,635.0,1220.0,2215.0,3105.0,4163.0,6160.0,1170.0,2165.0,3055.0,4113.0,6110.0,1015.0,1740.0,2410.0,,5475.0,0.0,0.0,29.4,23.18,31.52,32.98,32.27353896103896,22.603084415584416,34.33441558441559,37.60308441558441
21260,"Ellensburg, WA","Ellensburg, WA Micro Area",Micropolitan Statistical Area,False,True,M2,5949905814,92507199,47.1244411,-120.6767092,250.0,219.0,87.0,249.0,100.0,5.0,16.0,2.1,517.0,437.0,853.0,17198.0,8283.0,100.0,99.0,83.0,14.0,52.0,97.0,116.0,13.0,73804.0,1341.0,0.1437918575960521,0.0629273852165418,0.3699634926482902,0.1704400915797507,0.2074959721868905,0.5308481620989739,0.2892583452396415,1338.292,73901.672,0.3,0.2142857142857142,10.0,145.0,409.0,,414.0,1940.0,3228.0,4807.0,5439.0,7395.0,1690.0,2978.0,4557.0,5189.0,7145.0,1680.0,2833.0,4148.0,,6731.0,0.0,0.0,58.384,65.504,81.476,47.384,57.37052062204192,64.90872210953347,77.7998647734956,46.640973630831645
21300,"Elmira, NY","Elmira, NY Metro Area",Metropolitan Statistical Area,True,False,M1,1054988439,8875327,42.1486972,-76.7524712,1057.0,905.0,86.0,906.0,100.0,6.0,3.0,1.9,1754.0,389.0,1501.0,15011.0,7754.0,99.0,97.0,81.0,26.0,107.0,72.0,177.0,24.0,63716.0,1059.0,0.1631391955335617,0.0614952395817075,0.2722214613435595,0.203208881639013,0.1599936698844754,0.4779874213836478,0.2937106918238993,946.9380952380952,42917.21523809524,0.4166666666666667,0.4166666666666667,70.0,474.0,594.0,,620.0,3115.0,4754.0,7103.0,8377.0,10985.0,2065.0,3704.0,6053.0,7327.0,9935.0,1995.0,3230.0,5459.0,,9315.0,0.0,0.0,22.01904761904762,18.751428571428573,54.07904761904762,21.47619047619047,34.66044606281292,31.76604460628129,55.053254437869825,33.70323167956304
21340,"El Paso, TX","El Paso, TX Metro Area",Metropolitan Statistical Area,True,False,M1,14461933675,7448221,31.527394,-105.5213326,6969.0,5874.0,84.0,6015.0,100.0,5.0,9.0,2.3,13930.0,424.0,843.0,15784.0,6816.0,100.0,95.0,73.0,25.0,113.0,89.0,150.0,24.0,59751.0,1079.0,0.1874081019207862,0.06009904465973,0.258829909959587,0.1310264910510626,0.8891901228805901,0.4977514594564398,0.2369579993110062,1009.1514004542014,47724.42053175776,0.4482758620689655,0.4468085106382978,584.0,2848.0,6953.0,,7594.0,26846.0,45574.0,66590.0,77076.0,108520.0,20076.0,38804.0,59820.0,70306.0,101750.0,19492.0,35956.0,52867.0,,94156.0,0.1426883308714918,0.0,18.15155096011817,38.62540620384047,8.975775480059085,18.13234859675037,23.55017508293402,42.94779764098784,11.357030962034647,23.598092517508295
21380,"Emporia, KS","Emporia, KS Micro Area",Micropolitan Statistical Area,False,True,M2,4197157000,32652919,38.3821338,-96.3593009,164.0,-5.0,-5.0,67.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,59354.0,817.0,0.1417945971676782,0.0192773622669335,0.2662760416666667,0.1681296227012404,0.3040262468702334,0.3725359171399933,0.1850985633144002,786.1036585365854,55383.20121951219,0.2222222222222222,0.1666666666666666,25.0,285.0,285.0,,285.0,1100.0,2360.0,3714.0,4462.0,5825.0,936.0,2196.0,3550.0,4298.0,5661.0,911.0,1911.0,3265.0,,5376.0,0.0,0.0,33.74390243902439,49.70121951219512,20.597560975609756,32.292682926829265,35.96909871244635,54.89527896995708,23.908154506437768,32.17081545064378
21420,"Enid, OK","Enid, OK Metro Area",Metropolitan Statistical Area,True,False,M1,2741521326,4075930,36.3781319,-97.7887411,110.0,97.0,88.0,97.0,100.0,5.0,1.0,1.5,150.0,389.0,751.0,15594.0,10084.0,100.0,99.0,87.0,28.0,100.0,98.0,128.0,48.0,66182.0,919.0,0.1254871914454179,0.0486837239014221,0.2326617494183456,0.1674444051105461,0.2989412029736427,0.3856844176608043,0.1607428360595252,909.1284403669724,53020.10091743119,0.1428571428571428,0.1176470588235294,309.0,572.0,757.0,,764.0,1800.0,3180.0,4534.0,5417.0,8170.0,1691.0,3071.0,4425.0,5308.0,8061.0,1382.0,2499.0,3668.0,,7297.0,0.0,0.0,22.770642201834864,24.587155963302752,11.385321100917432,28.293577981651374,23.9124847001224,22.91432068543452,13.946144430844551,29.961444308445532
21460,"Enterprise, AL","Enterprise, AL Micro Area",Micropolitan Statistical Area,False,True,M2,1758565928,3907189,31.402258,-85.9896022,318.0,253.0,80.0,226.0,89.0,6.0,7.0,2.0,461.0,423.0,488.0,17308.0,8485.0,100.0,97.0,68.0,4.0,75.0,100.0,200.0,42.0,68353.0,1018.0,0.1671168504403167,0.0508863941745047,0.2248431887632016,0.1719956300072833,0.3250728332119447,0.3246864799862566,0.1944683044150489,822.7047619047619,51966.34920634921,0.4285714285714285,0.375,414.0,648.0,713.0,,790.0,1684.0,2569.0,3809.0,4342.0,6220.0,1369.0,2254.0,3494.0,4027.0,5905.0,955.0,1606.0,2781.0,,5115.0,0.0222222222222222,0.0,16.253968253968253,36.21904761904762,18.593650793650795,13.095238095238097,28.45257234726688,44.41800643086817,24.459807073954984,25.878617363344052
21500,"Erie, PA","Erie, PA Metro Area",Metropolitan Statistical Area,True,False,M1,2069143908,1966272916,42.1179519,-80.0963858,2398.0,1984.0,83.0,1994.0,100.0,5.0,12.0,2.0,4075.0,413.0,599.0,16762.0,8202.0,100.0,96.0,70.0,10.0,82.0,82.0,178.0,11.0,63354.0,904.0,0.1496765366950063,0.0540021147033626,0.3030211982852513,0.1972815663886535,0.1825111874284525,0.457619438701821,0.2512531505763076,909.967322999581,52746.82879866053,0.3432835820895522,0.3333333333333333,292.0,1545.0,2139.0,,2314.0,9215.0,17378.0,24276.0,27342.0,35075.0,6826.0,14989.0,21887.0,24953.0,32686.0,6534.0,13444.0,19748.0,,30372.0,0.0305567182921724,0.0,34.79028882377564,42.49727919631645,65.78568438677272,26.95060694851402,39.10634354953671,45.11503920171062,69.7831789023521,31.304775481111903
21540,"Escanaba, MI","Escanaba, MI Micro Area",Micropolitan Statistical Area,False,True,M2,3033137847,2124389420,45.8052288,-86.9019375,167.0,147.0,88.0,153.0,100.0,4.0,8.0,1.9,289.0,382.0,891.0,13903.0,7360.0,100.0,99.0,78.0,52.0,103.0,58.0,176.0,31.0,57809.0,692.0,0.1266246335932747,0.0423045162929556,0.2063184097814547,0.2623529731344905,0.1006709586287453,0.3644274277758441,0.1938739993038635,652.3374233128834,46466.9756097561,0.25,0.1818181818181818,4.0,59.0,59.0,,59.0,1045.0,1840.0,2555.0,2827.0,3420.0,881.0,1676.0,2391.0,2663.0,3256.0,877.0,1617.0,2332.0,,3197.0,0.0,0.0,29.286585365853657,36.0609756097561,50.25609756097561,24.201219512195124,31.001461988304097,35.755847953216374,49.26315789473684,27.460526315789473
21580,"Española, NM","Española, NM Micro Area",Micropolitan Statistical Area,False,True,M2,15179593247,91463243,36.5096687,-106.6939829,60.0,43.0,71.0,40.0,93.0,6.0,-1.0,1.7,67.0,418.0,876.0,13569.0,8101.0,100.0,98.0,75.0,-1.0,136.0,70.0,131.0,38.0,57155.0,740.0,0.1823820405293423,0.0492738284235902,0.1903802568622513,0.2181682056401298,0.8603943099575743,0.2744408945686901,0.1182108626198083,828.918918918919,55764.13513513513,0.5,0.4545454545454545,59.0,77.0,172.0,,169.0,695.0,1170.0,1660.0,1920.0,2970.0,658.0,1133.0,1623.0,1883.0,2933.0,599.0,1056.0,1451.0,,2764.0,0.0,0.0,8.378378378378379,5.54054054054054,11.216216216216216,12.45945945945946,11.122895622895625,5.715488215488215,20.32154882154882,16.318181818181817
21640,"Eufaula, AL-GA","Eufaula, AL-GA Micro Area",Micropolitan Statistical Area,False,True,M2,2683863227,74681508,31.8672807,-85.3350319,368.0,315.0,85.0,275.0,87.0,6.0,27.0,1.9,529.0,390.0,481.0,15801.0,8214.0,100.0,95.0,61.0,6.0,77.0,100.0,236.0,46.0,44925.0,691.0,0.2084119595756279,0.0943377450492586,0.1077984029866224,0.2154457947745939,0.5635708180027502,0.2758395826540593,0.1353113791979132,710.6933701657458,43021.67679558011,0.6666666666666666,0.7,70.0,80.0,134.0,,140.0,1059.0,1754.0,2454.0,2647.0,3345.0,697.0,1392.0,2092.0,2285.0,2983.0,627.0,1312.0,1958.0,,2843.0,0.0,0.0,7.779005524861878,11.613259668508288,13.187845303867404,8.740331491712707,7.121076233183857,9.506726457399104,12.155455904334827,9.116591928251122
